,Unnamed: 0,index,h-index,h5-index,i10-index,i10-5-index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,count_name
173,174,173,131,109,331,304,,Mikhail D. lukin,https://scholar.google.com//citations?user=ppJpl64AAAAJ&hl=en,69342,38929,1,male,1.0,57
174,175,174,110,106,245,235,,Amr Radi,https://scholar.google.com//citations?user=gR7u6gcAAAAJ&hl=en,70616,64150,1,male,0.99,312
175,176,175,133,69,550,321,University of Michigan,David Gerdes,https://scholar.google.com//citations?user=EbdhZRAAAAAJ&hl=en,70331,19049,1,male,1.0,12593
176,177,176,101,90,223,206,Kennesaw State University,David Joffe,https://scholar.google.com//citations?user=m1CtH1IAAAAJ&hl=en,68723,52445,1,male,1.0,12593
177,178,177,118,109,273,251,Yonsei University,Jongki Kim,https://scholar.google.com//citations?user=ZKAb60cAAAAJ&hl=en,68714,59202,1,,,
178,179,178,109,83,682,489,,Jürgen Kurths,https://scholar.google.com//citations?user=iwzqdyQAAAAJ&hl=en,68063,35406,1,male,1.0,48
179,180,179,135,109,431,358,University of Houston,Rene Bellwied,https://scholar.google.com//citations?user=UKzuTQUAAAAJ&hl=en,68468,40724,1,male,0.81,522
180,181,180,116,83,388,252,UC Berkeley,A Zettl,https://scholar.google.com//citations?user=AV-0h_sAAAAJ&hl=en,67395,32193,1,male,0.59,56
181,182,181,118,89,406,304,Louisianan State University,Jiandi Zhang,https://scholar.google.com//citations?user=smZU0HwAAAAJ&hl=en,68040,45656,1,,,
182,183,182,61,52,157,136,University of Leeds,Piers Forster,https://scholar.google.com//citations?user=5uvTUloAAAAJ&hl=en,66939,42261,1,male,0.96,78
183,184,183,103,101,337,336,University of Texas at Austin,Rohin Narayan,https://scholar.google.com//citations?user=1z8faREAAAAJ&hl=en,68063,61137,1,male,1.0,5
184,185,184,115,107,378,376,University of Sharjah,Rachik Soualah,https://scholar.google.com//citations?user=QfTovVIAAAAJ&hl=en,67388,62253,1,,,
185,186,185,127,75,535,295,Stanford University,Robert L. Byer,https://scholar.google.com//citations?user=kIzW2nMAAAAJ&hl=en,66883,31766,1,male,1.0,5222
186,187,186,52,41,100,83,Monash University,Peter Skands,https://scholar.google.com//citations?user=RI4xDNsAAAAJ&hl=en,66861,49980,1,male,1.0,4373
187,188,187,124,72,574,360,Korea University,Eunil Won,https://scholar.google.com//citations?user=EYR6R8gAAAAJ&hl=en,66622,24202,1,,,
188,189,188,109,65,327,217,Princeton University,Elliott Lieb,https://scholar.google.com//citations?user=AQgCA68AAAAJ&hl=en,66692,20492,1,male,0.99,179
189,190,189,116,58,323,201,Univ. of Maryland,James Yorke,https://scholar.google.com//citations?user=hBKWbpsAAAAJ&hl=en,66528,17749,1,male,0.99,6359
190,191,190,39,17,77,21,University of Helsinki,Matts Roos,https://scholar.google.com//citations?user=GqPOW4kAAAAJ&hl=en,65977,8433,1,male,1.0,2
191,192,191,133,106,346,311,Hiroshima University,Kenta Shigaki,https://scholar.google.com//citations?user=3jtX22sAAAAJ&hl=en,66218,39414,1,male,1.0,6
192,193,192,122,75,642,387,Radboud University Nijmegen,Sijbrand de Jong,https://scholar.google.com//citations?user=9fYIEfgAAAAJ&hl=en,65840,23430,1,,,
193,194,193,106,67,603,335,University College Dublin,Martin Grunewald,https://scholar.google.com//citations?user=tuJ3TEcAAAAJ&hl=en,65738,27420,1,male,1.0,3568
194,195,194,95,63,256,178,Harvard University,Christopher Stubbs,https://scholar.google.com//citations?user=vsf3WR8AAAAJ&hl=en,64899,26024,1,male,1.0,2339
195,196,195,90,79,166,157,Brookhaven National Laboratory,Alexander Zaytsev,https://scholar.google.com//citations?user=1bTldL5M8EUC&hl=en,65635,50265,1,male,1.0,1645
196,197,196,132,98,372,336,Innsbruck University,Olaf Reimer,https://scholar.google.com//citations?user=-Z_OZ1EAAAAJ&hl=en,65055,35786,1,male,1.0,65
197,198,197,134,73,295,224,,Cumran Vafa,https://scholar.google.com//citations?user=5MA56ykAAAAJ&hl=en,64585,16851,1,,,
198,199,198,123,66,542,344,Florida State University,Horst Wahl,https://scholar.google.com//citations?user=qRGS9ukAAAAJ&hl=en,64833,19152,1,male,1.0,34
199,200,199,124,71,612,368,Oregon State University,Heidi Schellman,https://scholar.google.com//citations?user=N90i3dQAAAAJ&hl=en,63894,20748,1,female,1.0,1211
200,201,200,83,59,177,140,Georgia Institute of Technology,Walt A de Heer,https://scholar.google.com//citations?user=klW4cOMAAAAJ&hl=en,63178,23999,1,male,1.0,50
201,202,201,101,71,256,218,Drexel University,Gordon Richards,https://scholar.google.com//citations?user=hV6xa0oAAAAJ&hl=en,63000,29165,1,male,1.0,416
202,203,202,123,82,581,500,Dalhousie University,Jeff Dahn,https://scholar.google.com//citations?user=upVeFJoAAAAJ&hl=en,62971,31622,1,male,1.0,2925
203,204,203,122,63,904,682,,STUDY TO SHINE,https://scholar.google.com//citations?user=lB4qdkMAAAAJ&hl=en,62484,24314,1,,,
204,205,204,84,51,164,131,"Eötvös University, Budapest",Istvan Csabai,https://scholar.google.com//citations?user=7C7SiMEAAAAJ&hl=en,61710,21038,1,male,1.0,13
205,206,205,119,78,683,398,University of Texas at Austin,A.H. MacDonald,https://scholar.google.com//citations?user=wd6tu0IAAAAJ&hl=en,62393,26477,1,male,1.0,1
206,207,206,43,29,83,52,,Jens Erler,https://scholar.google.com//citations?user=v-O_eLkAAAAJ&hl=en,61681,19691,1,male,1.0,292
207,208,207,111,94,363,290,Nikhef,Jo van den Brand,https://scholar.google.com//citations?user=N0B4HroAAAAJ&hl=en,62397,46901,1,female,0.88,1423
208,209,208,112,68,246,183,MIT,Max Tegmark,https://scholar.google.com//citations?user=eBXEZxgAAAAJ&hl=en,60791,21843,1,male,0.98,1140
209,210,209,119,82,669,494,,eleonora luppi,https://scholar.google.com//citations?user=4StGsuEAAAAJ&hl=en,61874,34254,1,female,1.0,209
210,211,210,86,83,93,93,Novosibirsk State University,Алексей Талышев,https://scholar.google.com//citations?user=VmcrFIQAAAAJ&hl=en,61228,48871,1,male,1.0,34
211,212,211,106,60,493,278,,Stuart Parkin,https://scholar.google.com//citations?user=XLZaKTYAAAAJ&hl=en,59431,20141,1,male,0.99,759
212,213,212,119,61,667,306,University of Cincinnati,Kay Kinoshita,https://scholar.google.com//citations?user=EgTvMpsAAAAJ&hl=en,59930,18020,1,female,0.88,709
213,214,213,95,74,228,212,University of Victoria,Julio F. Navarro,https://scholar.google.com//citations?user=YN3jNegAAAAJ&hl=en,59237,27656,1,male,1.0,1052
214,215,214,105,88,481,333,INFN,Alessandro Petrolini,https://scholar.google.com//citations?user=BxA1L-0AAAAJ&hl=en,58751,36681,1,male,1.0,1025
215,216,215,67,43,163,130,MIT,I. Chuang,https://scholar.google.com//citations?user=QKyb_9oAAAAJ&hl=en,58648,23196,1,,,
216,217,216,127,90,321,240,Stanford University,Peter F. Michelson,https://scholar.google.com//citations?user=lj1F5tUAAAAJ&hl=en,58644,31344,1,male,1.0,4373
217,218,217,121,61,410,238,Stanford University,Stanley J. Brodsky,https://scholar.google.com//citations?user=A8Sq8pQAAAAJ&hl=en,57194,13965,1,male,0.96,221
218,219,218,119,67,629,345,Indiana University,Richard Van Kooten,https://scholar.google.com//citations?user=SPV8x1EAAAAJ&hl=en,56969,18970,1,male,1.0,4381
219,220,219,126,107,634,576,Kyungpook National University,Chang-Seong Moon,https://scholar.google.com//citations?user=MB6QpygAAAAJ&hl=en,57356,45975,1,,,
220,221,220,105,100,466,452,,Karolos Potamianos,https://scholar.google.com//citations?user=yXPkngcAAAAJ&hl=en,58172,49900,1,male,1.0,1
221,222,221,112,57,417,186,University of New Mexico,John A. J. Matthews,https://scholar.google.com//citations?user=fma72s8AAAAJ&hl=en,56569,14760,1,male,0.99,9931
222,223,222,113,80,319,252,Colorado State University,Norm Buchanan,https://scholar.google.com//citations?user=Ee4kZFcAAAAJ&hl=en,56696,33352,1,male,1.0,60
223,224,223,117,100,326,252,Rice University,Peter Nordlander,https://scholar.google.com//citations?user=zX2vpQMAAAAJ&hl=en,56292,38144,1,male,1.0,4373
224,225,224,119,88,306,209,,Baba Potukuchi,https://scholar.google.com//citations?user=9YWWetwAAAAJ&hl=en,56550,29821,1,,,
225,226,225,84,64,144,123,,Mile Dželalija,https://scholar.google.com//citations?user=le9QuQUAAAAJ&hl=en,56350,40119,1,female,0.85,61
226,227,226,115,75,294,260,International Centre for Theoretical Physics,FILIPPO GIORGI,https://scholar.google.com//citations?user=km328qkAAAAJ&hl=en,56280,23646,1,male,1.0,237
227,228,227,92,55,282,209,Tohoku University,Riichiro Saito,https://scholar.google.com//citations?user=dpRZw44AAAAJ&hl=en,55953,22292,1,,,
228,229,228,81,51,157,107,University of Michigan,Timothy McKay,https://scholar.google.com//citations?user=fRjSWV8AAAAJ&hl=en,55562,19740,1,male,1.0,809
229,230,229,94,60,242,176,University of Hawaii,John Gregory Learned,https://scholar.google.com//citations?user=ltnSY7gAAAAJ&hl=en,55795,15740,1,male,0.99,9931
230,231,230,120,70,553,350,University of Rochester,Kevin S. McFarland,https://scholar.google.com//citations?user=IiJnYlkAAAAJ&hl=en,55176,21653,1,male,1.0,5362
231,232,231,117,74,583,393,Univeristy of Liverpool,Christos Touramanis,https://scholar.google.com//citations?user=PrThkYEAAAAJ&hl=en,55146,24384,1,male,1.0,131
232,233,232,42,23,107,42,Monash University,German Valencia,https://scholar.google.com//citations?user=jDYPto0AAAAJ&hl=en,55047,18643,1,male,1.0,405
233,234,233,106,79,245,185,Stanford University,Tony F Heinz,https://scholar.google.com//citations?user=_0siAFAAAAAJ&hl=en,54202,38733,1,male,1.0,3071
234,235,234,42,28,102,62,Kent State University,D. Mark Manley,https://scholar.google.com//citations?user=-G2LJ-cAAAAJ&hl=en,54124,6227,1,,,
235,236,235,94,41,179,96,UCSB,David Gross,https://scholar.google.com//citations?user=FljA7e8AAAAJ&hl=en,53734,9070,1,male,1.0,12593
236,237,236,113,88,400,342,University of Barcelona,Ricardo Graciani Diaz,https://scholar.google.com//citations?user=VqWWNacAAAAJ&hl=en,53611,34609,1,male,1.0,1916
237,238,237,111,66,488,225,University of Michigan,Keith Riles,https://scholar.google.com//citations?user=tSF6TrUAAAAJ&hl=en,53625,28186,1,male,0.99,1417
238,239,238,94,61,209,168,Durham University,Shaun Cole,https://scholar.google.com//citations?user=ZxMtKxcAAAAJ&hl=en,53492,17411,1,male,0.98,709
239,240,239,104,54,437,220,University of Maryland,Rabindra Mohapatra,https://scholar.google.com//citations?user=8DD9euoAAAAJ&hl=en,53369,15534,1,male,1.0,14
240,241,240,49,26,88,52,Clausthal University of Technology,Peter E. Blöchl,https://scholar.google.com//citations?user=QyCccSkAAAAJ&hl=en,52332,30511,1,male,1.0,4373
241,242,241,109,82,548,450,U. Sydney,Joss Bland-Hawthorn,https://scholar.google.com//citations?user=1Rw_qy4AAAAJ&hl=en,52234,29066,1,male,0.76,37
242,243,242,115,84,364,271,,S De Pasquale,https://scholar.google.com//citations?user=YvzwXpoAAAAJ&hl=en,53276,29095,1,male,0.67,42
243,244,243,66,60,101,95,,Andy Buckley,https://scholar.google.com//citations?user=f5go3BcAAAAJ&hl=en,52881,38523,1,male,0.95,3139
244,245,244,105,56,350,235,,Peter G. Wolynes,https://scholar.google.com//citations?user=hd1j2w0AAAAJ&hl=en,51585,14657,1,male,1.0,4373
245,246,245,88,63,186,163,Cardiff University,Patrick Sutton,https://scholar.google.com//citations?user=E8lU7V8AAAAJ&hl=en,51758,30664,1,male,1.0,2877
246,247,246,113,57,508,249,Seoul National University,Sun Kee Kim,https://scholar.google.com//citations?user=FoFEI5MAAAAJ&hl=en,51556,15161,1,male,0.51,88
247,248,247,54,47,126,94,Colorado School of Mines,Lawrence Wiencke,https://scholar.google.com//citations?user=xPnMh7UAAAAJ&hl=en,51527,26350,1,male,1.0,393
248,249,248,113,69,270,220,"University of Illinois, Urbana Champaign",Matthias Grosse Perdekamp,https://scholar.google.com//citations?user=KeL5Y3MAAAAJ&hl=en,51496,19080,1,male,1.0,257
249,250,249,77,50,134,116,University of Florida,Andrew G. Rinzler,https://scholar.google.com//citations?user=o6gbyeQAAAAJ&hl=en,51363,13948,1,male,1.0,5168
250,251,250,68,51,97,80,University of Pennsylvania,Charles Kane,https://scholar.google.com//citations?user=ebL6B7UAAAAJ&hl=en,51358,32795,1,male,1.0,1798
251,252,251,108,69,397,279,Stanford University,Zhi-xun Shen,https://scholar.google.com//citations?user=P05j1WwAAAAJ&hl=en,51290,23301,1,,,
252,253,252,111,77,491,361,,Angel Rubio,https://scholar.google.com//citations?user=iBOgIvsAAAAJ&hl=en,50642,24445,1,male,0.61,1668
253,254,253,111,77,308,261,Purdue University,Fuqiang Wang,https://scholar.google.com//citations?user=UZ7ta1EAAAAJ&hl=en,50973,25682,1,,,
254,255,254,104,88,503,441,Novosibirsk State University,Alexey Buzykaev,https://scholar.google.com//citations?user=PXUIdNIAAAAJ&hl=en,50426,35472,1,male,1.0,45
255,256,255,113,92,316,283,,Jan Conrad,https://scholar.google.com//citations?user=tIIHl4EAAAAJ&hl=en,50275,32881,1,male,0.6,1663
256,257,256,76,55,237,189,Massachusetts Institute of Technology,Steven Johnson,https://scholar.google.com//citations?user=_MHaph0AAAAJ&hl=en,50133,20674,1,male,1.0,2600
257,258,257,101,60,297,221,University of Ottawa,Paul Corkum,https://scholar.google.com//citations?user=8qPploUAAAAJ&hl=en,49595,19838,1,male,1.0,5931
258,259,258,66,57,141,133,ETH Zurich,Reto Knutti,https://scholar.google.com//citations?user=sp5S5TMAAAAJ&hl=en,49361,32965,1,male,1.0,29
259,260,259,49,36,127,90,,Wladek Minor,https://scholar.google.com//citations?user=5zjVsfQAAAAJ&hl=en,48758,14809,1,,,
260,261,260,89,70,185,157,University of California Davis,Lloyd Knox,https://scholar.google.com//citations?user=dKIQnXMAAAAJ&hl=en,49257,38568,1,male,0.99,159
261,262,261,86,45,204,93,U C Davis,David Pines,https://scholar.google.com//citations?user=Q5boqFQAAAAJ&hl=en,48330,9569,1,male,1.0,12593
262,263,262,66,31,131,75,Ohio State University,Stuart Raby,https://scholar.google.com//citations?user=Og0koPUAAAAJ&hl=en,48868,14099,1,male,0.99,759
263,264,263,112,83,417,345,,Mauricio Terrones,https://scholar.google.com//citations?user=tX4aXC0AAAAJ&hl=en,48244,28899,1,male,1.0,1203
264,265,264,82,57,128,108,Cornell University,Paul McEuen,https://scholar.google.com//citations?user=ma8Y_ZcAAAAJ&hl=en,48010,19114,1,male,1.0,5931
265,266,265,73,46,160,106,Forschungszentrum Juelich,David DiVincenzo,https://scholar.google.com//citations?user=4kTctIoAAAAJ&hl=en,46723,13961,1,male,1.0,12593
266,267,266,107,69,321,233,Temple University,Bernd Surrow,https://scholar.google.com//citations?user=VYS9Yz4AAAAJ&hl=en,48115,17205,1,male,1.0,34
267,268,267,93,77,223,175,Vanderbilt University,Bill Gabella,https://scholar.google.com//citations?user=RypHU4QAAAAJ&hl=en,47343,34833,1,male,1.0,1812
268,269,268,118,114,384,382,,Giacomo Ortona,https://scholar.google.com//citations?user=lFLrUpwAAAAJ&hl=en,47825,45147,1,male,1.0,192
269,270,269,101,82,184,154,National and Kapodistrian University of Athens,Efstathios Stiliaris,https://scholar.google.com//citations?user=MTvp2wsAAAAJ&hl=en,47814,36887,1,male,1.0,2
270,271,270,86,68,844,518,Huazhong University of Science & Technology,Ding-Xiong Wang,https://scholar.google.com//citations?user=059pjaAAAAAJ&hl=en,46717,26158,1,,,
271,272,271,108,68,545,350,Pisa University,EUGENIO PAOLONI,https://scholar.google.com//citations?user=gMuRoagAAAAJ&hl=en,47425,19054,1,male,1.0,153
272,273,272,80,37,161,78,Caltech,John Schwarz,https://scholar.google.com//citations?user=zJHoYucAAAAJ&hl=en,46617,7687,1,male,0.99,9931
273,274,273,112,86,289,231,University of Houston,Lawrence Pinsky,https://scholar.google.com//citations?user=TQrTBgcAAAAJ&hl=en,46677,31125,1,male,1.0,393
274,275,274,108,86,204,195,Indian Institute of Technology Indore,Prof. Raghunath Sahoo,https://scholar.google.com//citations?user=-GWP4uQAAAAJ&hl=en,46483,28042,1,male,1.0,2
275,276,275,112,89,292,215,Universitaet Heidelberg,Johanna Stachel,https://scholar.google.com//citations?user=uX--C2MAAAAJ&hl=en,46028,30056,1,female,1.0,1107
276,277,276,84,64,603,453,University of Nevada Las Vegas,Ravhi Kumar,https://scholar.google.com//citations?user=youiFuIAAAAJ&hl=en,45630,32776,1,,,
277,278,277,100,49,268,156,Harvard University,David R. Nelson,https://scholar.google.com//citations?user=jGboazkAAAAJ&hl=en,45459,10580,1,male,1.0,12593
278,279,278,103,63,491,293,University of Nova Gorica,Samo Stanic,https://scholar.google.com//citations?user=AaZcD0YAAAAJ&hl=en,45477,18264,1,male,0.75,24
279,280,279,98,82,388,300,,Valerio Bocci,https://scholar.google.com//citations?user=ioiiBe4AAAAJ&hl=en,46012,32480,1,male,1.0,113
280,281,280,101,38,341,157,Univ. of Minnesota,Mikhail Shifman,https://scholar.google.com//citations?user=PQwnvvUAAAAJ&hl=en,45277,8241,1,male,1.0,57
281,282,281,109,56,402,221,KEK,Masashi Hazumi,https://scholar.google.com//citations?user=nh21iAgAAAAJ&hl=en,45250,13025,1,male,1.0,2
282,283,282,104,84,366,314,University of Glasgow,Adrian Buzatu,https://scholar.google.com//citations?user=qWdEyqcAAAAJ&hl=en,45359,34210,1,male,0.97,1515
283,284,283,83,43,95,79,Tokyo Metropolitan University,Takayuki Sumiyoshi,https://scholar.google.com//citations?user=n6KyOP0AAAAJ&hl=en,45246,18076,1,male,1.0,14
284,285,284,73,50,188,135,UCLA,SHIMON               WEISS,https://scholar.google.com//citations?user=O6WepQgAAAAJ&hl=en,43920,15834,1,male,1.0,12
285,286,285,103,74,393,274,Max Planck Institute for Gravitational Physics,Karsten Danzmann,https://scholar.google.com//citations?user=HSui-00AAAAJ&hl=en,44955,31217,1,male,1.0,94
286,287,286,98,64,228,160,Yale University,Steven M. Girvin,https://scholar.google.com//citations?user=ZQHLxBcAAAAJ&hl=en,44435,20531,1,male,1.0,2600
287,288,287,102,65,442,198,uppsala university,Olga Botner,https://scholar.google.com//citations?user=s75hRaYAAAAJ&hl=en,44387,16709,1,female,1.0,898
288,289,288,77,54,179,127,,Phil Lubin,https://scholar.google.com//citations?user=EXdY_AcAAAAJ&hl=en,43844,30001,1,male,0.99,1012
289,290,289,97,44,245,136,Caltech,Mark Wise,https://scholar.google.com//citations?user=cNVTfbMAAAAJ&hl=en,43507,8648,1,male,1.0,6176
290,291,290,91,53,670,353,University of Cambridge,David Ritchie,https://scholar.google.com//citations?user=FtEyPbMAAAAJ&hl=en,43283,15339,1,male,1.0,12593
291,292,291,96,58,288,162,University of Pisa,Francesco Fidecaro,https://scholar.google.com//citations?user=ITZ5GxAAAAAJ&hl=en,43267,24805,1,male,1.0,1093
292,293,292,88,52,230,169,University of Bath,Jonathan Knight,https://scholar.google.com//citations?user=YDjo1I8AAAAJ&hl=en,42654,13823,1,male,1.0,3702
293,294,293,104,76,247,226,Max Planck Institute for Gravitational Physics,Alessandra Buonanno,https://scholar.google.com//citations?user=M5pxAR0AAAAJ&hl=en,42967,32185,1,female,1.0,669
294,295,294,107,84,251,209,,Piergiorgio Fusco,https://scholar.google.com//citations?user=2iQL1soAAAAJ&hl=en,42964,26978,1,male,1.0,14
295,296,295,85,61,322,208,Universita' di Camerino,Fabio Marchesoni,https://scholar.google.com//citations?user=yOrQOtgAAAAJ&hl=en,42934,27810,1,male,0.99,890
296,297,296,90,61,446,231,,Nobuyuki Kawai,https://scholar.google.com//citations?user=N2SZy-IAAAAJ&hl=en,42670,19511,1,male,1.0,6
297,298,297,91,58,332,256,University of Basel,Daniel Loss,https://scholar.google.com//citations?user=ZnfLXOYAAAAJ&hl=en,42650,16587,1,male,1.0,8180
298,299,298,82,55,187,156,Universidade Federal de Minas Gerais,Ado Jorio,https://scholar.google.com//citations?user=3QtEtlYAAAAJ&hl=en,42489,21643,1,male,0.8,20
299,300,299,95,87,365,326,"Shanghai Institute of Applied Physics, Chinese Academy of Sciences",Chunhai Fan,https://scholar.google.com//citations?user=_XwyXHkAAAAJ&hl=en,42028,32152,1,,,
300,301,300,92,57,791,470,University of Antwerp,Francois Peeters,https://scholar.google.com//citations?user=t4_4MzUAAAAJ&hl=en,42164,19354,1,male,1.0,290
301,302,301,94,80,671,527,,Hanshuang Chen（陈含爽）,https://scholar.google.com//citations?user=JGKadfkAAAAJ&hl=en,41974,29368,1,,,
