,h_index,h5_index,i10_index,i10_5_index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,wiki_bool,wiki_length
172,111,106,283,280,Universoty of Oxford,Henry J Snaith,https://scholar.google.com//citations?user=I2D3pUMAAAAJ&hl=en,69923,65963,1,female,1.0,False,0.0
173,92,67,206,172,Johns Hopkins University,Adam Riess,https://scholar.google.com//citations?user=geafuP0AAAAJ&hl=en,70618,30871,1,male,1.0,True,12791.0
174,131,109,331,304,,Mikhail D. lukin,https://scholar.google.com//citations?user=ppJpl64AAAAJ&hl=en,69342,38929,1,male,1.0,False,0.0
175,110,106,245,235,,Amr Radi,https://scholar.google.com//citations?user=gR7u6gcAAAAJ&hl=en,70616,64150,1,male,1.0,False,0.0
176,133,69,550,321,University of Michigan,David Gerdes,https://scholar.google.com//citations?user=EbdhZRAAAAAJ&hl=en,70331,19049,1,male,1.0,True,7239.0
177,101,90,223,206,Kennesaw State University,David Joffe,https://scholar.google.com//citations?user=m1CtH1IAAAAJ&hl=en,68723,52445,1,male,1.0,False,0.0
178,118,109,273,251,Yonsei University,Jongki Kim,https://scholar.google.com//citations?user=ZKAb60cAAAAJ&hl=en,68714,59202,1,male,1.0,False,0.0
179,109,83,682,489,,Jürgen Kurths,https://scholar.google.com//citations?user=iwzqdyQAAAAJ&hl=en,68063,35406,1,female,0.88,True,6970.0
180,135,109,431,358,University of Houston,Rene Bellwied,https://scholar.google.com//citations?user=UKzuTQUAAAAJ&hl=en,68468,40724,1,male,0.98,False,0.0
181,116,83,388,252,UC Berkeley,A Zettl,https://scholar.google.com//citations?user=AV-0h_sAAAAJ&hl=en,67395,32193,1,female,1.0,False,0.0
182,118,89,406,304,Louisianan State University,Jiandi Zhang,https://scholar.google.com//citations?user=smZU0HwAAAAJ&hl=en,68040,45656,1,male,1.0,False,0.0
183,61,52,157,136,University of Leeds,Piers Forster,https://scholar.google.com//citations?user=5uvTUloAAAAJ&hl=en,66939,42261,1,male,0.99,True,6028.0
184,103,101,337,336,University of Texas at Austin,Rohin Narayan,https://scholar.google.com//citations?user=1z8faREAAAAJ&hl=en,68063,61137,1,female,0.88,False,0.0
185,115,107,378,376,University of Sharjah,Rachik Soualah,https://scholar.google.com//citations?user=QfTovVIAAAAJ&hl=en,67388,62253,1,male,1.0,False,0.0
186,127,75,535,295,Stanford University,Robert L. Byer,https://scholar.google.com//citations?user=kIzW2nMAAAAJ&hl=en,66883,31766,1,male,1.0,True,6971.0
187,52,41,100,83,Monash University,Peter Skands,https://scholar.google.com//citations?user=RI4xDNsAAAAJ&hl=en,66861,49980,1,male,1.0,False,0.0
188,124,72,574,360,Korea University,Eunil Won,https://scholar.google.com//citations?user=EYR6R8gAAAAJ&hl=en,66622,24202,1,male,0.96,False,0.0
189,109,65,327,217,Princeton University,Elliott Lieb,https://scholar.google.com//citations?user=AQgCA68AAAAJ&hl=en,66692,20492,1,male,1.0,True,209.0
190,116,58,323,201,Univ. of Maryland,James Yorke,https://scholar.google.com//citations?user=hBKWbpsAAAAJ&hl=en,66528,17749,1,male,1.0,True,529.0
191,39,17,77,21,University of Helsinki,Matts Roos,https://scholar.google.com//citations?user=GqPOW4kAAAAJ&hl=en,65977,8433,1,male,0.99,False,0.0
192,133,106,346,311,Hiroshima University,Kenta Shigaki,https://scholar.google.com//citations?user=3jtX22sAAAAJ&hl=en,66218,39414,1,male,1.0,False,0.0
193,122,75,642,387,Radboud University Nijmegen,Sijbrand de Jong,https://scholar.google.com//citations?user=9fYIEfgAAAAJ&hl=en,65840,23430,1,male,1.0,False,0.0
194,106,67,603,335,University College Dublin,Martin Grunewald,https://scholar.google.com//citations?user=tuJ3TEcAAAAJ&hl=en,65738,27420,1,female,0.85,False,0.0
195,95,63,256,178,Harvard University,Christopher Stubbs,https://scholar.google.com//citations?user=vsf3WR8AAAAJ&hl=en,64899,26024,1,male,1.0,True,4243.0
196,90,79,166,157,Brookhaven National Laboratory,Alexander Zaytsev,https://scholar.google.com//citations?user=1bTldL5M8EUC&hl=en,65635,50265,1,male,1.0,True,824.0
197,132,98,372,336,Innsbruck University,Olaf Reimer,https://scholar.google.com//citations?user=-Z_OZ1EAAAAJ&hl=en,65055,35786,1,male,0.99,False,0.0
198,134,73,295,224,,Cumran Vafa,https://scholar.google.com//citations?user=5MA56ykAAAAJ&hl=en,64585,16851,1,male,1.0,False,0.0
199,123,66,542,344,Florida State University,Horst Wahl,https://scholar.google.com//citations?user=qRGS9ukAAAAJ&hl=en,64833,19152,1,male,1.0,False,0.0
200,124,71,612,368,Oregon State University,Heidi Schellman,https://scholar.google.com//citations?user=N90i3dQAAAAJ&hl=en,63894,20748,1,male,1.0,True,7749.0
201,83,59,177,140,Georgia Institute of Technology,Walt A de Heer,https://scholar.google.com//citations?user=klW4cOMAAAAJ&hl=en,63178,23999,1,male,1.0,False,0.0
202,101,71,256,218,Drexel University,Gordon Richards,https://scholar.google.com//citations?user=hV6xa0oAAAAJ&hl=en,63000,29165,1,male,1.0,True,11230.0
203,123,82,581,500,Dalhousie University,Jeff Dahn,https://scholar.google.com//citations?user=upVeFJoAAAAJ&hl=en,62971,31622,1,male,1.0,True,5846.0
204,122,63,904,682,,STUDY TO SHINE,https://scholar.google.com//citations?user=lB4qdkMAAAAJ&hl=en,62484,24314,1,male,0.99,False,0.0
205,84,51,164,131,"Eötvös University, Budapest",Istvan Csabai,https://scholar.google.com//citations?user=7C7SiMEAAAAJ&hl=en,61710,21038,1,male,0.98,False,0.0
206,119,78,683,398,University of Texas at Austin,A.H. MacDonald,https://scholar.google.com//citations?user=wd6tu0IAAAAJ&hl=en,62393,26477,1,male,1.0,False,0.0
207,43,29,83,52,,Jens Erler,https://scholar.google.com//citations?user=v-O_eLkAAAAJ&hl=en,61681,19691,1,male,1.0,False,0.0
208,111,94,363,290,Nikhef,Jo van den Brand,https://scholar.google.com//citations?user=N0B4HroAAAAJ&hl=en,62397,46901,1,male,0.76,False,0.0
209,112,68,246,183,MIT,Max Tegmark,https://scholar.google.com//citations?user=eBXEZxgAAAAJ&hl=en,60791,21843,1,male,0.67,True,14924.0
210,119,82,669,494,,eleonora luppi,https://scholar.google.com//citations?user=4StGsuEAAAAJ&hl=en,61874,34254,1,male,0.95,False,0.0
211,86,83,93,93,Novosibirsk State University,Алексей Талышев,https://scholar.google.com//citations?user=VmcrFIQAAAAJ&hl=en,61228,48871,1,male,1.0,False,0.0
212,106,60,493,278,,Stuart Parkin,https://scholar.google.com//citations?user=XLZaKTYAAAAJ&hl=en,59431,20141,1,male,1.0,,
213,119,61,667,306,University of Cincinnati,Kay Kinoshita,https://scholar.google.com//citations?user=EgTvMpsAAAAJ&hl=en,59930,18020,1,male,0.51,False,0.0
214,95,74,228,212,University of Victoria,Julio F. Navarro,https://scholar.google.com//citations?user=YN3jNegAAAAJ&hl=en,59237,27656,1,male,1.0,False,0.0
215,105,88,481,333,INFN,Alessandro Petrolini,https://scholar.google.com//citations?user=BxA1L-0AAAAJ&hl=en,58751,36681,1,male,1.0,False,0.0
216,67,43,163,130,MIT,I. Chuang,https://scholar.google.com//citations?user=QKyb_9oAAAAJ&hl=en,58648,23196,1,male,1.0,False,0.0
217,127,90,321,240,Stanford University,Peter F. Michelson,https://scholar.google.com//citations?user=lj1F5tUAAAAJ&hl=en,58644,31344,1,male,1.0,False,0.0
218,121,61,410,238,Stanford University,Stanley J. Brodsky,https://scholar.google.com//citations?user=A8Sq8pQAAAAJ&hl=en,57194,13965,1,male,0.61,True,217.0
219,119,67,629,345,Indiana University,Richard Van Kooten,https://scholar.google.com//citations?user=SPV8x1EAAAAJ&hl=en,56969,18970,1,male,1.0,False,0.0
220,126,107,634,576,Kyungpook National University,Chang-Seong Moon,https://scholar.google.com//citations?user=MB6QpygAAAAJ&hl=en,57356,45975,1,male,0.6,False,0.0
221,105,100,466,452,,Karolos Potamianos,https://scholar.google.com//citations?user=yXPkngcAAAAJ&hl=en,58172,49900,1,male,1.0,False,0.0
222,112,57,417,186,University of New Mexico,John A. J. Matthews,https://scholar.google.com//citations?user=fma72s8AAAAJ&hl=en,56569,14760,1,male,1.0,False,0.0
223,113,80,319,252,Colorado State University,Norm Buchanan,https://scholar.google.com//citations?user=Ee4kZFcAAAAJ&hl=en,56696,33352,1,male,1.0,False,0.0
224,117,100,326,252,Rice University,Peter Nordlander,https://scholar.google.com//citations?user=zX2vpQMAAAAJ&hl=en,56292,38144,1,male,0.99,False,0.0
225,119,88,306,209,,Baba Potukuchi,https://scholar.google.com//citations?user=9YWWetwAAAAJ&hl=en,56550,29821,1,male,1.0,False,0.0
226,84,64,144,123,,Mile Dželalija,https://scholar.google.com//citations?user=le9QuQUAAAAJ&hl=en,56350,40119,1,male,0.99,False,0.0
227,115,75,294,260,International Centre for Theoretical Physics,FILIPPO GIORGI,https://scholar.google.com//citations?user=km328qkAAAAJ&hl=en,56280,23646,1,male,1.0,False,0.0
228,92,55,282,209,Tohoku University,Riichiro Saito,https://scholar.google.com//citations?user=dpRZw44AAAAJ&hl=en,55953,22292,1,male,1.0,False,0.0
229,81,51,157,107,University of Michigan,Timothy McKay,https://scholar.google.com//citations?user=fRjSWV8AAAAJ&hl=en,55562,19740,1,male,1.0,True,593.0
230,94,60,242,176,University of Hawaii,John Gregory Learned,https://scholar.google.com//citations?user=ltnSY7gAAAAJ&hl=en,55795,15740,1,male,1.0,False,0.0
231,120,70,553,350,University of Rochester,Kevin S. McFarland,https://scholar.google.com//citations?user=IiJnYlkAAAAJ&hl=en,55176,21653,1,male,1.0,False,0.0
232,117,74,583,393,Univeristy of Liverpool,Christos Touramanis,https://scholar.google.com//citations?user=PrThkYEAAAAJ&hl=en,55146,24384,1,male,1.0,False,0.0
233,42,23,107,42,Monash University,German Valencia,https://scholar.google.com//citations?user=jDYPto0AAAAJ&hl=en,55047,18643,1,male,1.0,False,0.0
234,106,79,245,185,Stanford University,Tony F Heinz,https://scholar.google.com//citations?user=_0siAFAAAAAJ&hl=en,54202,38733,1,male,1.0,False,0.0
235,42,28,102,62,Kent State University,D. Mark Manley,https://scholar.google.com//citations?user=-G2LJ-cAAAAJ&hl=en,54124,6227,1,male,0.99,False,0.0
236,94,41,179,96,UCSB,David Gross,https://scholar.google.com//citations?user=FljA7e8AAAAJ&hl=en,53734,9070,1,male,1.0,True,14193.0
237,113,88,400,342,University of Barcelona,Ricardo Graciani Diaz,https://scholar.google.com//citations?user=VqWWNacAAAAJ&hl=en,53611,34609,1,male,1.0,False,0.0
238,111,66,488,225,University of Michigan,Keith Riles,https://scholar.google.com//citations?user=tSF6TrUAAAAJ&hl=en,53625,28186,1,female,1.0,False,0.0
239,94,61,209,168,Durham University,Shaun Cole,https://scholar.google.com//citations?user=ZxMtKxcAAAAJ&hl=en,53492,17411,1,male,1.0,True,2551.0
240,104,54,437,220,University of Maryland,Rabindra Mohapatra,https://scholar.google.com//citations?user=8DD9euoAAAAJ&hl=en,53369,15534,1,male,0.75,True,4115.0
241,49,26,88,52,Clausthal University of Technology,Peter E. Blöchl,https://scholar.google.com//citations?user=QyCccSkAAAAJ&hl=en,52332,30511,1,male,1.0,False,0.0
242,109,82,548,450,U. Sydney,Joss Bland-Hawthorn,https://scholar.google.com//citations?user=1Rw_qy4AAAAJ&hl=en,52234,29066,1,male,1.0,False,0.0
243,115,84,364,271,,S De Pasquale,https://scholar.google.com//citations?user=YvzwXpoAAAAJ&hl=en,53276,29095,1,male,1.0,False,0.0
244,66,60,101,95,,Andy Buckley,https://scholar.google.com//citations?user=f5go3BcAAAAJ&hl=en,52881,38523,1,male,0.97,True,11151.0
245,105,56,350,235,,Peter G. Wolynes,https://scholar.google.com//citations?user=hd1j2w0AAAAJ&hl=en,51585,14657,1,male,1.0,False,0.0
246,88,63,186,163,Cardiff University,Patrick Sutton,https://scholar.google.com//citations?user=E8lU7V8AAAAJ&hl=en,51758,30664,1,male,1.0,True,233.0
247,113,57,508,249,Seoul National University,Sun Kee Kim,https://scholar.google.com//citations?user=FoFEI5MAAAAJ&hl=en,51556,15161,1,male,1.0,True,268.0
248,54,47,126,94,Colorado School of Mines,Lawrence Wiencke,https://scholar.google.com//citations?user=xPnMh7UAAAAJ&hl=en,51527,26350,1,male,1.0,False,0.0
249,113,69,270,220,"University of Illinois, Urbana Champaign",Matthias Grosse Perdekamp,https://scholar.google.com//citations?user=KeL5Y3MAAAAJ&hl=en,51496,19080,1,female,1.0,False,0.0
250,77,50,134,116,University of Florida,Andrew G. Rinzler,https://scholar.google.com//citations?user=o6gbyeQAAAAJ&hl=en,51363,13948,1,male,0.99,False,0.0
251,68,51,97,80,University of Pennsylvania,Charles Kane,https://scholar.google.com//citations?user=ebL6B7UAAAAJ&hl=en,51358,32795,1,male,1.0,True,627.0
252,108,69,397,279,Stanford University,Zhi-xun Shen,https://scholar.google.com//citations?user=P05j1WwAAAAJ&hl=en,51290,23301,1,male,1.0,False,0.0
253,111,77,491,361,,Angel Rubio,https://scholar.google.com//citations?user=iBOgIvsAAAAJ&hl=en,50642,24445,1,male,1.0,True,10386.0
254,111,77,308,261,Purdue University,Fuqiang Wang,https://scholar.google.com//citations?user=UZ7ta1EAAAAJ&hl=en,50973,25682,1,male,1.0,False,0.0
255,104,88,503,441,Novosibirsk State University,Alexey Buzykaev,https://scholar.google.com//citations?user=PXUIdNIAAAAJ&hl=en,50426,35472,1,female,1.0,False,0.0
256,113,92,316,283,,Jan Conrad,https://scholar.google.com//citations?user=tIIHl4EAAAAJ&hl=en,50275,32881,1,male,1.0,False,0.0
257,76,55,237,189,Massachusetts Institute of Technology,Steven Johnson,https://scholar.google.com//citations?user=_MHaph0AAAAJ&hl=en,50133,20674,1,male,0.99,True,804.0
258,101,60,297,221,University of Ottawa,Paul Corkum,https://scholar.google.com//citations?user=8qPploUAAAAJ&hl=en,49595,19838,1,male,1.0,True,11014.0
259,66,57,141,133,ETH Zurich,Reto Knutti,https://scholar.google.com//citations?user=sp5S5TMAAAAJ&hl=en,49361,32965,1,male,1.0,,
260,49,36,127,90,,Wladek Minor,https://scholar.google.com//citations?user=5zjVsfQAAAAJ&hl=en,48758,14809,1,male,0.8,False,0.0
261,89,70,185,157,University of California Davis,Lloyd Knox,https://scholar.google.com//citations?user=dKIQnXMAAAAJ&hl=en,49257,38568,1,male,1.0,False,0.0
262,86,45,204,93,U C Davis,David Pines,https://scholar.google.com//citations?user=Q5boqFQAAAAJ&hl=en,48330,9569,1,male,0.98,True,17012.0
263,66,31,131,75,Ohio State University,Stuart Raby,https://scholar.google.com//citations?user=Og0koPUAAAAJ&hl=en,48868,14099,1,male,1.0,False,0.0
264,112,83,417,345,,Mauricio Terrones,https://scholar.google.com//citations?user=tX4aXC0AAAAJ&hl=en,48244,28899,1,male,1.0,False,0.0
265,82,57,128,108,Cornell University,Paul McEuen,https://scholar.google.com//citations?user=ma8Y_ZcAAAAJ&hl=en,48010,19114,1,female,1.0,True,5360.0
266,73,46,160,106,Forschungszentrum Juelich,David DiVincenzo,https://scholar.google.com//citations?user=4kTctIoAAAAJ&hl=en,46723,13961,1,male,0.53,True,6468.0
267,107,69,321,233,Temple University,Bernd Surrow,https://scholar.google.com//citations?user=VYS9Yz4AAAAJ&hl=en,48115,17205,1,male,0.99,False,0.0
268,93,77,223,175,Vanderbilt University,Bill Gabella,https://scholar.google.com//citations?user=RypHU4QAAAAJ&hl=en,47343,34833,1,male,0.98,False,0.0
269,118,114,384,382,,Giacomo Ortona,https://scholar.google.com//citations?user=lFLrUpwAAAAJ&hl=en,47825,45147,1,male,0.89,False,0.0
270,101,82,184,154,National and Kapodistrian University of Athens,Efstathios Stiliaris,https://scholar.google.com//citations?user=MTvp2wsAAAAJ&hl=en,47814,36887,1,male,0.99,False,0.0
271,86,68,844,518,Huazhong University of Science & Technology,Ding-Xiong Wang,https://scholar.google.com//citations?user=059pjaAAAAAJ&hl=en,46717,26158,1,male,1.0,False,0.0
272,108,68,545,350,Pisa University,EUGENIO PAOLONI,https://scholar.google.com//citations?user=gMuRoagAAAAJ&hl=en,47425,19054,1,male,1.0,False,0.0
273,80,37,161,78,Caltech,John Schwarz,https://scholar.google.com//citations?user=zJHoYucAAAAJ&hl=en,46617,7687,1,male,0.99,True,595.0
274,112,86,289,231,University of Houston,Lawrence Pinsky,https://scholar.google.com//citations?user=TQrTBgcAAAAJ&hl=en,46677,31125,1,male,0.99,True,1484.0
275,108,86,204,195,Indian Institute of Technology Indore,Prof. Raghunath Sahoo,https://scholar.google.com//citations?user=-GWP4uQAAAAJ&hl=en,46483,28042,1,male,1.0,False,0.0
276,112,89,292,215,Universitaet Heidelberg,Johanna Stachel,https://scholar.google.com//citations?user=uX--C2MAAAAJ&hl=en,46028,30056,1,male,1.0,True,9803.0
277,84,64,603,453,University of Nevada Las Vegas,Ravhi Kumar,https://scholar.google.com//citations?user=youiFuIAAAAJ&hl=en,45630,32776,1,male,1.0,False,0.0
278,100,49,268,156,Harvard University,David R. Nelson,https://scholar.google.com//citations?user=jGboazkAAAAJ&hl=en,45459,10580,1,male,0.79,True,232.0
279,103,63,491,293,University of Nova Gorica,Samo Stanic,https://scholar.google.com//citations?user=AaZcD0YAAAAJ&hl=en,45477,18264,1,male,0.73,False,0.0
280,98,82,388,300,,Valerio Bocci,https://scholar.google.com//citations?user=ioiiBe4AAAAJ&hl=en,46012,32480,1,male,0.99,False,0.0
281,101,38,341,157,Univ. of Minnesota,Mikhail Shifman,https://scholar.google.com//citations?user=PQwnvvUAAAAJ&hl=en,45277,8241,1,male,1.0,True,11744.0
282,109,56,402,221,KEK,Masashi Hazumi,https://scholar.google.com//citations?user=nh21iAgAAAAJ&hl=en,45250,13025,1,male,0.97,False,0.0
283,104,84,366,314,University of Glasgow,Adrian Buzatu,https://scholar.google.com//citations?user=qWdEyqcAAAAJ&hl=en,45359,34210,1,female,1.0,False,0.0
284,83,43,95,79,Tokyo Metropolitan University,Takayuki Sumiyoshi,https://scholar.google.com//citations?user=n6KyOP0AAAAJ&hl=en,45246,18076,1,male,0.54,False,0.0
285,73,50,188,135,UCLA,SHIMON               WEISS,https://scholar.google.com//citations?user=O6WepQgAAAAJ&hl=en,43920,15834,1,male,1.0,False,0.0
286,103,74,393,274,Max Planck Institute for Gravitational Physics,Karsten Danzmann,https://scholar.google.com//citations?user=HSui-00AAAAJ&hl=en,44955,31217,1,male,1.0,False,0.0
287,98,64,228,160,Yale University,Steven M. Girvin,https://scholar.google.com//citations?user=ZQHLxBcAAAAJ&hl=en,44435,20531,1,female,0.53,True,208.0
288,102,65,442,198,uppsala university,Olga Botner,https://scholar.google.com//citations?user=s75hRaYAAAAJ&hl=en,44387,16709,1,male,0.97,False,0.0
289,77,54,179,127,,Phil Lubin,https://scholar.google.com//citations?user=EXdY_AcAAAAJ&hl=en,43844,30001,1,male,0.99,False,0.0
290,97,44,245,136,Caltech,Mark Wise,https://scholar.google.com//citations?user=cNVTfbMAAAAJ&hl=en,43507,8648,1,male,1.0,True,149.0
291,91,53,670,353,University of Cambridge,David Ritchie,https://scholar.google.com//citations?user=FtEyPbMAAAAJ&hl=en,43283,15339,1,male,1.0,True,1349.0
292,96,58,288,162,University of Pisa,Francesco Fidecaro,https://scholar.google.com//citations?user=ITZ5GxAAAAAJ&hl=en,43267,24805,1,male,1.0,False,0.0
293,88,52,230,169,University of Bath,Jonathan Knight,https://scholar.google.com//citations?user=YDjo1I8AAAAJ&hl=en,42654,13823,1,male,0.99,True,10370.0
294,104,76,247,226,Max Planck Institute for Gravitational Physics,Alessandra Buonanno,https://scholar.google.com//citations?user=M5pxAR0AAAAJ&hl=en,42967,32185,1,male,0.99,True,4276.0
295,107,84,251,209,,Piergiorgio Fusco,https://scholar.google.com//citations?user=2iQL1soAAAAJ&hl=en,42964,26978,1,female,1.0,False,0.0
296,85,61,322,208,Universita' di Camerino,Fabio Marchesoni,https://scholar.google.com//citations?user=yOrQOtgAAAAJ&hl=en,42934,27810,1,male,1.0,False,0.0
297,90,61,446,231,,Nobuyuki Kawai,https://scholar.google.com//citations?user=N2SZy-IAAAAJ&hl=en,42670,19511,1,male,0.95,False,0.0
298,91,58,332,256,University of Basel,Daniel Loss,https://scholar.google.com//citations?user=ZnfLXOYAAAAJ&hl=en,42650,16587,1,male,0.73,True,4693.0
299,82,55,187,156,Universidade Federal de Minas Gerais,Ado Jorio,https://scholar.google.com//citations?user=3QtEtlYAAAAJ&hl=en,42489,21643,1,male,1.0,False,0.0
300,95,87,365,326,"Shanghai Institute of Applied Physics, Chinese Academy of Sciences",Chunhai Fan,https://scholar.google.com//citations?user=_XwyXHkAAAAJ&hl=en,42028,32152,1,male,0.83,False,0.0
